,eol_pk,trait_eol_pk,predicate,value_uri,measurement,units_uri,literal
870,MetaTrait-196066829,R831-PK105781914,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
871,MetaTrait-196066137,R831-PK105781220,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
872,MetaTrait-196055185,R831-PK105770248,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
873,MetaTrait-196054276,R831-PK105769338,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
874,MetaTrait-196050804,R831-PK105765864,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
875,MetaTrait-196041211,R831-PK105756264,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
876,MetaTrait-196040655,R831-PK105755708,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
877,MetaTrait-196028102,R831-PK105743152,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
878,MetaTrait-196026638,R831-PK105741686,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
879,MetaTrait-196024449,R831-PK105739496,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
880,MetaTrait-196021433,R831-PK105736476,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
881,MetaTrait-196015971,R831-PK105731012,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
882,MetaTrait-196017029,R831-PK105732070,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
883,MetaTrait-196016933,R831-PK105731974,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
884,MetaTrait-196016867,R831-PK105731908,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
885,MetaTrait-196016177,R831-PK105731218,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
886,MetaTrait-196015489,R831-PK105730530,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
887,MetaTrait-195701826,R315-PK105416490,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
888,MetaTrait-195692720,R315-PK105407374,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
889,MetaTrait-195688198,R315-PK105402846,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
890,MetaTrait-195684253,R315-PK105398896,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
891,MetaTrait-195682662,R315-PK105397304,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
892,MetaTrait-195679559,R315-PK105394194,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
893,MetaTrait-195681044,R315-PK105395682,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
894,MetaTrait-195669332,R315-PK105383962,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
895,MetaTrait-195664600,R315-PK105379228,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
896,MetaTrait-195651640,R315-PK105366264,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
897,MetaTrait-195648102,R315-PK105362724,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
898,MetaTrait-195634943,R315-PK105349562,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
899,MetaTrait-195634135,R315-PK105348754,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
900,MetaTrait-195626857,R315-PK105341472,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
901,MetaTrait-195994598,R317-PK105709609,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
902,MetaTrait-195875955,R316-PK105590810,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
903,MetaTrait-195875027,R316-PK105589880,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
904,MetaTrait-195873432,R316-PK105588284,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
905,MetaTrait-195874771,R316-PK105589624,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
906,MetaTrait-195873408,R316-PK105588260,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
907,MetaTrait-195872000,R316-PK105586850,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
908,MetaTrait-195623542,R314-PK105338157,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
909,MetaTrait-195624018,R314-PK105338633,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
910,MetaTrait-195621474,R314-PK105336089,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
911,MetaTrait-195620700,R314-PK105335315,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
912,MetaTrait-195620652,R314-PK105335267,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
913,MetaTrait-195619248,R314-PK105333863,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
914,MetaTrait-195599221,R312-PK105313827,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
915,MetaTrait-195598728,R312-PK105313333,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
916,MetaTrait-195594862,R312-PK105309465,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
917,MetaTrait-195592632,R312-PK105307235,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
918,MetaTrait-195594130,R312-PK105308733,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
919,MetaTrait-195593086,R312-PK105307689,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
920,MetaTrait-195592160,R312-PK105306763,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
921,MetaTrait-195589753,R311-PK105304356,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
922,MetaTrait-195589014,R311-PK105303616,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
923,MetaTrait-195583499,R311-PK105298094,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
924,MetaTrait-195581952,R311-PK105296546,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
925,MetaTrait-195576668,R311-PK105291260,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
926,MetaTrait-195576170,R311-PK105290762,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
927,MetaTrait-195575494,R311-PK105290086,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
928,MetaTrait-195557981,R307-PK105272565,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
929,MetaTrait-195552641,R306-PK105267224,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
930,MetaTrait-195549932,R306-PK105264514,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
931,MetaTrait-195549946,R306-PK105264528,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
932,MetaTrait-195551907,R306-PK105266490,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
933,MetaTrait-195549914,R306-PK105264496,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
934,MetaTrait-195536595,R304-PK105251172,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
935,MetaTrait-195536055,R304-PK105250632,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
936,MetaTrait-195534127,R304-PK105248704,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
937,MetaTrait-195529838,R303-PK105244415,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
938,MetaTrait-195526684,R303-PK105241261,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
939,MetaTrait-195527294,R303-PK105241871,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
940,MetaTrait-195527686,R303-PK105242263,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
941,MetaTrait-195526772,R303-PK105241349,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
942,MetaTrait-195526654,R303-PK105241231,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
943,MetaTrait-195508746,R302-PK105223314,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
944,MetaTrait-195506740,R301-PK105221309,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
945,MetaTrait-195496781,R381-PK105211347,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
946,MetaTrait-195491666,R340-PK105206230,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
947,MetaTrait-195474377,R297-PK105188916,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
948,MetaTrait-195472048,R297-PK105186584,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
949,MetaTrait-195471269,R297-PK105185804,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
950,MetaTrait-195469171,R297-PK105183706,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
951,MetaTrait-195468979,R297-PK105183514,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
952,MetaTrait-195464521,R297-PK105179052,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
953,MetaTrait-195459941,R297-PK105174472,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
954,MetaTrait-195459106,R297-PK105173636,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
955,MetaTrait-195455225,R297-PK105169754,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
956,MetaTrait-195453938,R297-PK105168466,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
957,MetaTrait-195448450,R297-PK105162978,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
958,MetaTrait-195449196,R297-PK105163724,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
959,MetaTrait-195446462,R297-PK105160990,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
960,MetaTrait-195443224,R296-PK105157751,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
961,MetaTrait-195443110,R296-PK105157637,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
962,MetaTrait-195441468,R296-PK105155993,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
963,MetaTrait-195441404,R296-PK105155929,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
964,MetaTrait-195442324,R296-PK105156851,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
965,MetaTrait-195440048,R296-PK105154567,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
966,MetaTrait-195440618,R296-PK105155141,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
967,MetaTrait-195439126,R296-PK105153645,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
968,MetaTrait-195440519,R296-PK105155041,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
969,MetaTrait-195437091,R296-PK105151607,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
970,MetaTrait-195436145,R296-PK105150661,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
971,MetaTrait-195427207,R394-PK105141722,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
972,MetaTrait-195420223,R295-PK105134731,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
973,MetaTrait-195411597,R355-PK105126104,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
974,MetaTrait-195409391,R355-PK105123896,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
975,MetaTrait-195409231,R355-PK105123736,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
976,MetaTrait-195401469,R355-PK105115970,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
977,MetaTrait-195394298,R292-PK105108795,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
978,MetaTrait-195382438,R292-PK105096925,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
979,MetaTrait-195382330,R292-PK105096817,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
980,MetaTrait-195380695,R292-PK105095181,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
981,MetaTrait-195378775,R292-PK105093261,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
982,MetaTrait-195376085,R292-PK105090571,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
983,MetaTrait-195374705,R292-PK105089191,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
984,MetaTrait-195374553,R292-PK105089039,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
985,MetaTrait-195368733,R291-PK105083218,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
986,MetaTrait-195361467,R291-PK105075950,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
987,MetaTrait-195361591,R291-PK105076074,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
988,MetaTrait-195357619,R291-PK105072102,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
989,MetaTrait-195355659,R291-PK105070140,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
990,MetaTrait-195346046,R291-PK105060522,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
991,MetaTrait-195346098,R291-PK105060574,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
992,MetaTrait-195345840,R291-PK105060316,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
993,MetaTrait-195345009,R291-PK105059484,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
994,MetaTrait-195344955,R291-PK105059430,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
995,MetaTrait-195343853,R291-PK105058328,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
996,MetaTrait-195342869,R291-PK105057344,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
997,MetaTrait-195340565,R290-PK105055038,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
998,MetaTrait-195335104,R290-PK105049572,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
999,MetaTrait-195321811,R290-PK105036258,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1000,MetaTrait-195307426,R290-PK105021862,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1001,MetaTrait-195292246,R290-PK105006678,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1002,MetaTrait-195173070,R287-PK104887396,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1003,MetaTrait-195171911,R287-PK104886236,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1004,MetaTrait-195166903,R287-PK104881218,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1005,MetaTrait-195161467,R287-PK104875778,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1006,MetaTrait-195161373,R287-PK104875684,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1007,MetaTrait-195154541,R287-PK104868850,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1008,MetaTrait-195250137,R289-PK104964545,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1009,MetaTrait-195245346,R289-PK104959743,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1010,MetaTrait-195223980,R289-PK104938345,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1011,MetaTrait-195221347,R289-PK104935707,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1012,MetaTrait-195206028,R289-PK104920365,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1013,MetaTrait-195193682,R289-PK104908015,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1014,MetaTrait-195086086,R285-PK104800338,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1015,MetaTrait-195074626,R285-PK104788866,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1016,MetaTrait-195063067,R285-PK104777300,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1017,MetaTrait-195055979,R285-PK104770212,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1018,MetaTrait-195051877,R285-PK104766106,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1019,MetaTrait-195042018,R284-PK104756247,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1020,MetaTrait-195039858,R284-PK104754087,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1021,MetaTrait-195038137,R284-PK104752365,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1022,MetaTrait-195038516,R284-PK104752745,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1023,MetaTrait-195027516,R506-PK104741737,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1024,MetaTrait-195024780,R506-PK104738999,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1025,MetaTrait-195022685,R506-PK104736903,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1026,MetaTrait-195019332,R506-PK104733547,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1027,MetaTrait-195018750,R506-PK104732965,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1028,MetaTrait-195018028,R506-PK104732243,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1029,MetaTrait-195016614,R506-PK104730829,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1030,MetaTrait-195016728,R506-PK104730943,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1031,MetaTrait-195015933,R506-PK104730147,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1032,MetaTrait-195017482,R506-PK104731697,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1033,MetaTrait-195017658,R506-PK104731873,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1034,MetaTrait-195014303,R505-PK104728518,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1035,MetaTrait-195006088,R504-PK104720299,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1036,MetaTrait-195002538,R504-PK104716747,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1037,MetaTrait-194996221,R504-PK104710427,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1038,MetaTrait-194996455,R504-PK104710661,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1039,MetaTrait-194994539,R504-PK104708745,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1040,MetaTrait-194984243,R504-PK104698447,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1041,MetaTrait-194984737,R504-PK104698941,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1042,MetaTrait-194982954,R504-PK104697157,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1043,MetaTrait-194978888,R504-PK104693089,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1044,MetaTrait-194976054,R504-PK104690255,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1045,MetaTrait-194974334,R504-PK104688535,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1046,MetaTrait-194974708,R504-PK104688909,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1047,MetaTrait-194972250,R504-PK104686447,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1048,MetaTrait-194968121,R504-PK104682317,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1049,MetaTrait-194964594,R504-PK104678789,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1050,MetaTrait-194949693,R504-PK104663887,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1051,MetaTrait-194948699,R504-PK104662893,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1052,MetaTrait-194941386,R504-PK104655579,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1053,MetaTrait-194939668,R504-PK104653861,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1054,MetaTrait-194938536,R504-PK104652729,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1055,MetaTrait-194570215,R362-PK104284001,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1056,MetaTrait-193028414,R276-PK103657632,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1057,MetaTrait-193023579,R276-PK103652794,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1058,MetaTrait-193020021,R276-PK103649232,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1059,MetaTrait-193020998,R276-PK103650210,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1060,MetaTrait-193017788,R276-PK103646998,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1061,MetaTrait-193019629,R276-PK103648840,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1062,MetaTrait-193017786,R276-PK103646996,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1063,MetaTrait-193017780,R276-PK103646990,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1064,MetaTrait-193016741,R275-PK103645951,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1065,MetaTrait-193016551,R275-PK103645761,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1066,MetaTrait-193015837,R275-PK103645047,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1067,MetaTrait-193016057,R275-PK103645267,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1068,MetaTrait-193015061,R275-PK103644271,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1069,MetaTrait-193016021,R275-PK103645231,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1070,MetaTrait-193014051,R274-PK103643260,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1071,MetaTrait-193007192,R274-PK103636396,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1072,MetaTrait-193006169,R274-PK103635372,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1073,MetaTrait-193002865,R274-PK103632068,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1074,MetaTrait-192999612,R274-PK103628814,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1075,MetaTrait-192998776,R274-PK103627978,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1076,MetaTrait-192996174,R274-PK103625376,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1077,MetaTrait-192990087,R273-PK103619287,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1078,MetaTrait-192987525,R273-PK103616715,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1079,MetaTrait-192982100,R273-PK103611271,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1080,MetaTrait-192980605,R273-PK103609773,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1081,MetaTrait-192981418,R273-PK103610587,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1082,MetaTrait-192972389,R273-PK103601541,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1083,MetaTrait-192963806,R273-PK103592943,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1084,MetaTrait-192961222,R273-PK103590353,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1085,MetaTrait-192959868,R273-PK103588997,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1086,MetaTrait-192959560,R273-PK103588689,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1087,MetaTrait-192956681,R273-PK103585805,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1088,MetaTrait-192952735,R273-PK103581857,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1089,MetaTrait-192948951,R273-PK103578067,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1090,MetaTrait-192946758,R273-PK103575869,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1091,MetaTrait-192947133,R273-PK103576245,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1092,MetaTrait-192943958,R273-PK103573061,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1093,MetaTrait-192941100,R273-PK103570193,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1094,MetaTrait-192939879,R273-PK103568965,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1095,MetaTrait-192937766,R273-PK103566847,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1096,MetaTrait-192932516,R361-PK103561592,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1097,MetaTrait-192927885,R361-PK103556948,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1098,MetaTrait-192923297,R361-PK103552356,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1099,MetaTrait-192922345,R361-PK103551404,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1100,MetaTrait-192917365,R271-PK103546419,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1101,MetaTrait-192916692,R271-PK103545745,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1102,MetaTrait-192910422,R271-PK103539473,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1103,MetaTrait-192910292,R271-PK103539343,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1104,MetaTrait-192906112,R271-PK103535163,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1105,MetaTrait-192906504,R271-PK103535555,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1106,MetaTrait-192906534,R271-PK103535585,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1107,MetaTrait-192893790,R268-PK103522834,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1108,MetaTrait-192894622,R268-PK103523666,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1109,MetaTrait-192891822,R268-PK103520866,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1110,MetaTrait-192888269,R268-PK103517312,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1111,MetaTrait-192885773,R267-PK103514807,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1112,MetaTrait-192879609,R267-PK103508625,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1113,MetaTrait-192879950,R267-PK103508967,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1114,MetaTrait-192878168,R267-PK103507183,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1115,MetaTrait-192876104,R267-PK103505119,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
1116,MetaTrait-192828712,R265-PK103457711,http://purl.org/dc/terms/contributor,,,,Compiler: Anne E Thessen
